login,total_mr,accepted_mr,rejected_mr,acceptance_rate,group
mungjin01,1,0.0,1.0,0.0,Agent
oryx960,8,8.0,0.0,100.0,Agent
R1S3-01,4,4.0,0.0,100.0,Agent
JoshuaDodds,1,1.0,0.0,100.0,Agent
dktk1920,6,6.0,0.0,100.0,Agent
JarodRoss,4,4.0,0.0,100.0,Agent
omnesmx,1,1.0,0.0,100.0,Agent
IgnM4,12,12.0,0.0,100.0,Agent
lewbei,2,2.0,0.0,100.0,Agent
OpenJ92,1,1.0,0.0,100.0,Agent
TakMashhido,17,16.0,1.0,94.12,Agent
orion6dev,6,6.0,0.0,100.0,Agent
jirfig,12,12.0,0.0,100.0,Agent
jutopa31,5,4.0,1.0,80.0,Agent
ciechanowiec,1,1.0,0.0,100.0,Agent
LunalFresh,13,13.0,0.0,100.0,Agent
SravandeepReddy2004,1,1.0,0.0,100.0,Agent
thaboxan,1,1.0,0.0,100.0,Agent
matsudamper,1,1.0,0.0,100.0,Agent
omair3396,1,1.0,0.0,100.0,Agent
chughtapan,8,8.0,0.0,100.0,Agent
dreamora,1,1.0,0.0,100.0,Agent
trask,1,1.0,0.0,100.0,Agent
Gwiilo,1,1.0,0.0,100.0,Agent
afjk,1,1.0,0.0,100.0,Agent
doublej,1,1.0,0.0,100.0,Agent
alterfero,24,24.0,0.0,100.0,Agent
ahoff-git,19,19.0,0.0,100.0,Agent
JuanluPlaza,6,6.0,0.0,100.0,Agent
Crisgmz,5,5.0,0.0,100.0,Agent
leonardobarral,9,9.0,0.0,100.0,Agent
lholiveiraa,8,8.0,0.0,100.0,Agent
Sebasos01,5,2.0,3.0,40.0,Agent
abdurrahimak,1,1.0,0.0,100.0,Agent
ozw4,15,14.0,1.0,93.33,Agent
pizzaforex,3,3.0,0.0,100.0,Agent
tszornel,1,1.0,0.0,100.0,Agent
robert-johansson,3,3.0,0.0,100.0,Agent
ericmichael,11,11.0,0.0,100.0,Agent
centrodph,2,2.0,0.0,100.0,Agent
MBuczma,2,2.0,0.0,100.0,Agent
dragos-vintu,14,14.0,0.0,100.0,Agent
IlarionovAlex,9,9.0,0.0,100.0,Agent
OpenMindUA,1,1.0,0.0,100.0,Agent
mattjones08,6,6.0,0.0,100.0,Agent
fredyunivalle,4,4.0,0.0,100.0,Agent
MarcelloMorettoni,10,10.0,0.0,100.0,Agent
Kittyek,2,2.0,0.0,100.0,Agent
TongWu,11,11.0,0.0,100.0,Agent
FanPUYen,27,27.0,0.0,100.0,Agent
MarcoDDM,1,1.0,0.0,100.0,Agent
MarkDevZero,2,2.0,0.0,100.0,Agent
YoshiTatsu0504,5,5.0,0.0,100.0,Agent
dunsparce9,3,3.0,0.0,100.0,Agent
syscl0ck,7,7.0,0.0,100.0,Agent
kongwanbianjinyu,1,1.0,0.0,100.0,Agent
ItaiYancovich,8,8.0,0.0,100.0,Agent
AndrexB,13,6.0,7.0,46.15,Agent
valdeirsapara,4,4.0,0.0,100.0,Agent
AuroraRAS,4,4.0,0.0,100.0,Agent
linhnam-nguyen,2,1.0,1.0,50.0,Agent
roxyrypler,2,2.0,0.0,100.0,Agent
kimt1,5,5.0,0.0,100.0,Agent
z3ru,2,2.0,0.0,100.0,Agent
noahs10,11,10.0,1.0,90.91,Agent
kushagra101010,3,3.0,0.0,100.0,Agent
CodeHunt101,1,1.0,0.0,100.0,Agent
revasankhe,1,0.0,1.0,0.0,Agent
dmw24,4,4.0,0.0,100.0,Agent
laielli,4,4.0,0.0,100.0,Agent
DarkZelotesTV,26,26.0,0.0,100.0,Agent
MajorBot5684,1,1.0,0.0,100.0,Agent
P4113N,1,1.0,0.0,100.0,Agent
abhiroop1999,4,4.0,0.0,100.0,Agent
firehence,2,0.0,2.0,0.0,Agent
Nardi1,2,2.0,0.0,100.0,Agent
sdegroot,4,4.0,0.0,100.0,Agent
bartaxyz,1,1.0,0.0,100.0,Agent
stsoft-solutions,4,3.0,1.0,75.0,Agent
player0x3,2,0.0,2.0,0.0,Agent
kazaam31,7,7.0,0.0,100.0,Agent
Chick1n,1,1.0,0.0,100.0,Agent
StarEclipse,4,4.0,0.0,100.0,Agent
walkchris,4,4.0,0.0,100.0,Agent
Antonashed,7,7.0,0.0,100.0,Agent
martinlyder,4,4.0,0.0,100.0,Agent
hafidhghm24,5,5.0,0.0,100.0,Agent
Nadir-DNA,1,1.0,0.0,100.0,Agent
ks93,6,5.0,1.0,83.33,Agent
ksmilevski,6,1.0,5.0,16.67,Agent
Maspie,2,2.0,0.0,100.0,Agent
TarekDjaker,1,1.0,0.0,100.0,Agent
ExpiredOTM,1,1.0,0.0,100.0,Agent
almabud,4,4.0,0.0,100.0,Agent
danielzheng1986726,2,2.0,0.0,100.0,Agent
kyisaiah47,1,1.0,0.0,100.0,Agent
JakobWl,2,2.0,0.0,100.0,Agent
wojo,2,2.0,0.0,100.0,Agent
samespacecoworking,1,1.0,0.0,100.0,Agent
AntoninoRando,9,8.0,1.0,88.89,Agent
MatiasVieitez,1,1.0,0.0,100.0,Agent
torshinrg,12,12.0,0.0,100.0,Agent
utkarshkansal17,2,2.0,0.0,100.0,Agent
nnsense,1,1.0,0.0,100.0,Agent
probabilty,1,1.0,0.0,100.0,Agent
mcarruth,2,2.0,0.0,100.0,Agent
harshaneigapula,6,6.0,0.0,100.0,Agent
guiozores,3,3.0,0.0,100.0,Agent
LuanHenriqueGarcia,4,4.0,0.0,100.0,Agent
lolitemaultes,12,12.0,0.0,100.0,Agent
yavincl,8,8.0,0.0,100.0,Agent
flash631,2,2.0,0.0,100.0,Agent
Sabretooth2438,5,4.0,1.0,80.0,Agent
gavin-hyl,2,2.0,0.0,100.0,Agent
aliry,1,1.0,0.0,100.0,Agent
Flooxou,15,14.0,1.0,93.33,Agent
NFPN,1,1.0,0.0,100.0,Agent
Manckui,3,3.0,0.0,100.0,Agent
neekaru,7,7.0,0.0,100.0,Agent
higgen6,1,1.0,0.0,100.0,Agent
DeNt-IT,13,13.0,0.0,100.0,Agent
rossus,11,10.0,1.0,90.91,Agent
avpm71,5,5.0,0.0,100.0,Agent
siliconuy,1,1.0,0.0,100.0,Agent
hikuohiku,8,7.0,1.0,87.5,Agent
bionicles,2,2.0,0.0,100.0,Agent
MiltonTS,4,4.0,0.0,100.0,Agent
vlord5547,1,1.0,0.0,100.0,Agent
wrych,5,4.0,1.0,80.0,Agent
matusala3,1,0.0,1.0,0.0,Agent
Yarden92,4,2.0,2.0,50.0,Agent
nageswarachaitanyapullela,1,1.0,0.0,100.0,Agent
otchy210,3,3.0,0.0,100.0,Agent
DannyOr94,5,5.0,0.0,100.0,Agent
rskalish,3,3.0,0.0,100.0,Agent
phibreoptik,6,5.0,1.0,83.33,Agent
laurabpaulsen,1,1.0,0.0,100.0,Agent
pavelxdd,2,2.0,0.0,100.0,Agent
carlo-ddm,1,1.0,0.0,100.0,Agent
GUS5AVO,1,1.0,0.0,100.0,Agent
thoremi2011,1,1.0,0.0,100.0,Agent
muerfi,9,9.0,0.0,100.0,Agent
Vinashmaya,2,2.0,0.0,100.0,Agent
mareksur538,2,2.0,0.0,100.0,Agent
jeremiaspala,2,2.0,0.0,100.0,Agent
flossypurse,2,1.0,1.0,50.0,Agent
Yodaman97,2,2.0,0.0,100.0,Agent
HamzahAhmad2000,5,5.0,0.0,100.0,Agent
avezey-ci,8,6.0,2.0,75.0,Agent
samar19951919,1,1.0,0.0,100.0,Agent
AnonymHack23108,1,1.0,0.0,100.0,Agent
camoufly,4,4.0,0.0,100.0,Agent
dougnottdougie,2,2.0,0.0,100.0,Agent
veerendra-R,5,5.0,0.0,100.0,Agent
sok213,1,1.0,0.0,100.0,Agent
drmarkoconnor,3,3.0,0.0,100.0,Agent
anillaksu,1,1.0,0.0,100.0,Agent
matijepekovic,2,2.0,0.0,100.0,Agent
marcelomaurin,1,1.0,0.0,100.0,Agent
VanditGupta,1,1.0,0.0,100.0,Agent
frank-alvarado,3,3.0,0.0,100.0,Agent
yogi-miraje,2,1.0,1.0,50.0,Agent
sersun,1,1.0,0.0,100.0,Agent
michalma,1,1.0,0.0,100.0,Agent
piyushdash94,7,7.0,0.0,100.0,Agent
ksukemiura,2,1.0,1.0,50.0,Agent
maayanlevy,2,2.0,0.0,100.0,Agent
ivobass,1,1.0,0.0,100.0,Agent
markmok94,2,2.0,0.0,100.0,Agent
Sahilpatkar,4,4.0,0.0,100.0,Agent
santosh742598,8,8.0,0.0,100.0,Agent
Demali-876,2,2.0,0.0,100.0,Agent
mohxq,1,0.0,1.0,0.0,Agent
muhammadibrahim313,1,1.0,0.0,100.0,Agent
louis030195,45,26.0,19.0,57.78,Agent
jmoura11,2,2.0,0.0,100.0,Agent
Shankar1371,1,1.0,0.0,100.0,Agent
EXStevens,4,4.0,0.0,100.0,Agent
HsiaoTienFan,1,1.0,0.0,100.0,Agent
Sagi-Hatan,1,1.0,0.0,100.0,Agent
MatheusEinloft,1,1.0,0.0,100.0,Agent
iso9999,1,1.0,0.0,100.0,Agent
hot14,3,3.0,0.0,100.0,Agent
conallh1234,1,1.0,0.0,100.0,Agent
jpcedano,1,1.0,0.0,100.0,Agent
GonzaloMartin,2,2.0,0.0,100.0,Agent
emmett08,4,4.0,0.0,100.0,Agent
binqbit,1,1.0,0.0,100.0,Agent
nikitinavaleria,4,4.0,0.0,100.0,Agent
charlescomp,4,4.0,0.0,100.0,Agent
hanielotio,4,4.0,0.0,100.0,Agent
qhenkart,4,4.0,0.0,100.0,Agent
Unswaggie-Alpaca,5,5.0,0.0,100.0,Agent
okuo,5,5.0,0.0,100.0,Agent
VadlapatiKarthik,11,11.0,0.0,100.0,Agent
jeremyhsl,7,7.0,0.0,100.0,Agent
danielrvbi,1,1.0,0.0,100.0,Agent
saad-mhmd,10,10.0,0.0,100.0,Agent
kvstechnologies-cloud,4,4.0,0.0,100.0,Agent
adanuriplata,5,5.0,0.0,100.0,Agent
iariasmx,1,1.0,0.0,100.0,Agent
emeria,3,2.0,1.0,66.67,Agent
Duckkings,1,1.0,0.0,100.0,Agent
rueian,4,3.0,1.0,75.0,Agent
eliobenigni7,2,2.0,0.0,100.0,Agent
jackleland,2,2.0,0.0,100.0,Agent
zjhayes,2,2.0,0.0,100.0,Agent
Cevatanimate,1,1.0,0.0,100.0,Agent
Matthewchan037,1,1.0,0.0,100.0,Agent
ogurasousui,5,5.0,0.0,100.0,Agent
SilentDrift,1,1.0,0.0,100.0,Agent
TrashBandicoot369,9,8.0,1.0,88.89,Agent
xinnocode,1,1.0,0.0,100.0,Agent
lgcarrier,2,2.0,0.0,100.0,Agent
SudarshananGSS,6,6.0,0.0,100.0,Agent
Walliiee,10,7.0,3.0,70.0,Agent
akshayshanker,1,1.0,0.0,100.0,Agent
Polarnova,2,1.0,1.0,50.0,Agent
eric-hyde,2,2.0,0.0,100.0,Agent
beck511,3,3.0,0.0,100.0,Agent
StreetLamb,2,2.0,0.0,100.0,Agent
Johnny-3,4,4.0,0.0,100.0,Agent
tynes,3,1.0,2.0,33.33,Agent
GrignardReagent,1,0.0,1.0,0.0,Agent
manuignatius,2,2.0,0.0,100.0,Agent
lironharel,2,2.0,0.0,100.0,Agent
Dodibois40,10,10.0,0.0,100.0,Agent
Onetappedd,2,2.0,0.0,100.0,Agent
nozzomun,1,1.0,0.0,100.0,Agent
Marabyte,1,0.0,1.0,0.0,Agent
krsaurabhmca,6,3.0,3.0,50.0,Agent
shervinghaffari79,2,2.0,0.0,100.0,Agent
sjauncey-cp,3,3.0,0.0,100.0,Agent
lucasmmg1,13,10.0,3.0,76.92,Agent
janishahn,2,2.0,0.0,100.0,Agent
Vineet5-Data,1,1.0,0.0,100.0,Agent
nathannylund,1,0.0,1.0,0.0,Agent
kambrosgroup,1,1.0,0.0,100.0,Agent
Satwiksatat,6,6.0,0.0,100.0,Agent
yasu-oh,1,1.0,0.0,100.0,Agent
mondiligo,1,1.0,0.0,100.0,Agent
kies1,1,1.0,0.0,100.0,Agent
mikeymcfish,4,4.0,0.0,100.0,Agent
fabiansvc,6,6.0,0.0,100.0,Agent
TechmanStudios,3,3.0,0.0,100.0,Agent
nbarredo,4,2.0,2.0,50.0,Agent
NFG-J,4,4.0,0.0,100.0,Agent
yuvaraj-neelagandan,1,1.0,0.0,100.0,Agent
LemurKing14,1,0.0,1.0,0.0,Agent
shroffsagar,9,8.0,1.0,88.89,Agent
joshogden360,1,1.0,0.0,100.0,Agent
delocxo,1,1.0,0.0,100.0,Agent
eternalroree,1,1.0,0.0,100.0,Agent
TimCixo,3,3.0,0.0,100.0,Agent
VICENTE2709,3,3.0,0.0,100.0,Agent
seanpmac,1,0.0,1.0,0.0,Agent
shish0v,1,1.0,0.0,100.0,Agent
Geistica,4,4.0,0.0,100.0,Agent
Tiberriver256,1,1.0,0.0,100.0,Agent
webvoltz,4,4.0,0.0,100.0,Agent
Erotemic,1,1.0,0.0,100.0,Agent
robbie-portia,2,2.0,0.0,100.0,Agent
Stratis-Dermanoutsos,1,1.0,0.0,100.0,Agent
leonardotaquini,3,3.0,0.0,100.0,Agent
lucaadedios,1,1.0,0.0,100.0,Agent
cristianL0pez,2,2.0,0.0,100.0,Agent
vancuren,5,5.0,0.0,100.0,Agent
Elias9V,1,0.0,1.0,0.0,Agent
elevelin,3,3.0,0.0,100.0,Agent
yongsk0066,2,1.0,1.0,50.0,Agent
rgromano,3,3.0,0.0,100.0,Agent
SankethBK,1,1.0,0.0,100.0,Agent
Demonmonk,1,1.0,0.0,100.0,Agent
khapadata,1,1.0,0.0,100.0,Agent
mukusaku,2,2.0,0.0,100.0,Agent
abhinavj98,5,3.0,2.0,60.0,Agent
ebasuke226,2,2.0,0.0,100.0,Agent
yisqee,1,1.0,0.0,100.0,Agent
OMGHart,1,1.0,0.0,100.0,Agent
IsaacLoop,1,1.0,0.0,100.0,Agent
nisaharan,1,1.0,0.0,100.0,Agent
tgiachi,3,3.0,0.0,100.0,Agent
Dpgc009,1,0.0,1.0,0.0,Agent
JosefSo,2,2.0,0.0,100.0,Agent
gryphusimc,1,0.0,1.0,0.0,Agent
OctalDecoder,1,1.0,0.0,100.0,Agent
lawyercoder12,1,1.0,0.0,100.0,Agent
vanjo63,1,1.0,0.0,100.0,Agent
BingBong44512,1,0.0,1.0,0.0,Agent
listerin92,1,1.0,0.0,100.0,Agent
MartinsOnuoha,2,2.0,0.0,100.0,Agent
KryptoWard,2,2.0,0.0,100.0,Agent
maxhightower,4,4.0,0.0,100.0,Agent
zmzmvkvk,1,1.0,0.0,100.0,Agent
MooVC,2,1.0,1.0,50.0,Agent
jmazanec15,4,4.0,0.0,100.0,Agent
kirtan-226,1,0.0,1.0,0.0,Agent
jihyoung-lee,1,1.0,0.0,100.0,Agent
randykings,1,1.0,0.0,100.0,Agent
scholarsmate,1,1.0,0.0,100.0,Agent
Victoryismine52,2,2.0,0.0,100.0,Agent
sku1978,1,1.0,0.0,100.0,Agent
bencium,1,1.0,0.0,100.0,Agent
oeztunhk,1,0.0,1.0,0.0,Agent
notedit,2,1.0,1.0,50.0,Agent
Pen20,5,5.0,0.0,100.0,Agent
YoussefBonnaire,1,1.0,0.0,100.0,Agent
makingmusic,1,1.0,0.0,100.0,Agent
Aarsh2101,3,3.0,0.0,100.0,Agent
erl1erl1,2,1.0,1.0,50.0,Agent
FruitSapling,5,4.0,1.0,80.0,Agent
nvta-sbiyyala,1,1.0,0.0,100.0,Agent
kir8mir,1,1.0,0.0,100.0,Agent
frogchou,1,0.0,1.0,0.0,Agent
KurtPask,3,3.0,0.0,100.0,Agent
sudip-rokaya,6,6.0,0.0,100.0,Agent
BrianHemphill4,1,1.0,0.0,100.0,Agent
gegzakh,3,2.0,1.0,66.67,Agent
iKaew,3,3.0,0.0,100.0,Agent
grizendi,1,1.0,0.0,100.0,Agent
Olafejs,1,1.0,0.0,100.0,Agent
samyakkshah,1,1.0,0.0,100.0,Agent
Cicatriiz,3,2.0,1.0,66.67,Agent
kissmilan,2,2.0,0.0,100.0,Agent
Bentlybro,1,0.0,1.0,0.0,Agent
mikeandrusyak,3,3.0,0.0,100.0,Agent
JonahAguilar,3,3.0,0.0,100.0,Agent
PatLittle,7,7.0,0.0,100.0,Agent
J-Uptegraph,1,1.0,0.0,100.0,Agent
ViniciusInTech,1,0.0,1.0,0.0,Agent
igormq,2,0.0,2.0,0.0,Agent
akash-d-dev,1,1.0,0.0,100.0,Agent
sh-rp,1,0.0,1.0,0.0,Agent
viniciusmt,2,2.0,0.0,100.0,Agent
danielchou777,3,3.0,0.0,100.0,Agent
1mentat,4,4.0,0.0,100.0,Agent
JON237,1,1.0,0.0,100.0,Agent
nino0815,1,0.0,1.0,0.0,Agent
Bantree96,2,2.0,0.0,100.0,Agent
washibana,7,6.0,1.0,85.71,Agent
enusbaum,1,1.0,0.0,100.0,Agent
atraherajat,1,1.0,0.0,100.0,Agent
Leito180404,1,1.0,0.0,100.0,Agent
Gabrimeireles,1,1.0,0.0,100.0,Agent
aryairani,1,0.0,1.0,0.0,Agent
NamyeongSo,4,4.0,0.0,100.0,Agent
nylemusgrave,2,2.0,0.0,100.0,Agent
cpich3g,2,2.0,0.0,100.0,Agent
gubbins-inc,1,1.0,0.0,100.0,Agent
ninomsu,2,2.0,0.0,100.0,Agent
Thajakorn,1,0.0,1.0,0.0,Agent
mainaksaha,2,2.0,0.0,100.0,Agent
Mursel8707,1,1.0,0.0,100.0,Agent
iceberg211,3,3.0,0.0,100.0,Agent
RachanMurthy,1,1.0,0.0,100.0,Agent
Ketz7,1,1.0,0.0,100.0,Agent
ripj3,5,5.0,0.0,100.0,Agent
sindhuja-sridharan,1,0.0,1.0,0.0,Agent
tanaymeh,1,1.0,0.0,100.0,Agent
keegush,1,1.0,0.0,100.0,Agent
abdouldevelop,2,2.0,0.0,100.0,Agent
frizfealer,1,1.0,0.0,100.0,Agent
tommy-quitt,1,1.0,0.0,100.0,Agent
tolecar,2,2.0,0.0,100.0,Agent
AcTaraDataPro,1,1.0,0.0,100.0,Agent
onkwon,1,1.0,0.0,100.0,Agent
dev-trams,1,1.0,0.0,100.0,Agent
AdrianLopez12,2,2.0,0.0,100.0,Agent
bahusandhermes,4,4.0,0.0,100.0,Agent
Joaopedroo201,2,2.0,0.0,100.0,Agent
asplaynumberone,1,1.0,0.0,100.0,Agent
santanaisaias,1,0.0,1.0,0.0,Agent
alekseigavrilenko,1,1.0,0.0,100.0,Agent
swirly,1,1.0,0.0,100.0,Agent
AfterglowLionNel,2,2.0,0.0,100.0,Agent
anisayari,1,1.0,0.0,100.0,Agent
memben,2,0.0,2.0,0.0,Agent
brann2,1,1.0,0.0,100.0,Agent
gabsong,1,0.0,1.0,0.0,Agent
chungminsik,1,1.0,0.0,100.0,Agent
karaskarol,2,2.0,0.0,100.0,Agent
cdlaraujo,3,3.0,0.0,100.0,Agent
aroonsekar,2,2.0,0.0,100.0,Agent
newball,2,2.0,0.0,100.0,Agent
arthurmoreno,1,1.0,0.0,100.0,Agent
vrei9090,1,1.0,0.0,100.0,Agent
PingBastion,1,1.0,0.0,100.0,Agent
efonseka,2,2.0,0.0,100.0,Agent
DarioBOB,2,1.0,1.0,50.0,Agent
Granluke,2,2.0,0.0,100.0,Agent
mrugeles,1,1.0,0.0,100.0,Agent
darwinsubramaniam,1,1.0,0.0,100.0,Agent
maikmetzger,3,2.0,1.0,66.67,Agent
Boisti13,2,2.0,0.0,100.0,Agent
YoonJae00,1,1.0,0.0,100.0,Agent
ss1818,1,1.0,0.0,100.0,Agent
ezequielerrecalde,3,3.0,0.0,100.0,Agent
vijeth27,1,1.0,0.0,100.0,Agent
IHFF12,2,2.0,0.0,100.0,Agent
Gaberc,1,1.0,0.0,100.0,Agent
grze2000,4,4.0,0.0,100.0,Agent
Brandonrai,1,1.0,0.0,100.0,Agent
marcelfahle,1,1.0,0.0,100.0,Agent
kurogedelic,1,1.0,0.0,100.0,Agent
bansal1600,1,0.0,1.0,0.0,Agent
hhan89386,1,1.0,0.0,100.0,Agent
arrpitk,1,1.0,0.0,100.0,Agent
ja0,1,1.0,0.0,100.0,Agent
Christopher-C-Robinson,1,0.0,1.0,0.0,Agent
Adrkr111,1,1.0,0.0,100.0,Agent
dreamwieber,1,1.0,0.0,100.0,Agent
UsernameTron,2,2.0,0.0,100.0,Agent
vickiegpt,5,4.0,1.0,80.0,Agent
dpajak99,1,0.0,1.0,0.0,Agent
AlexandrManuylov,1,1.0,0.0,100.0,Agent
aniahb101,2,1.0,1.0,50.0,Agent
shacooltime,1,0.0,1.0,0.0,Agent
zephyr-sh,1,0.0,1.0,0.0,Agent
GabePaduch,2,2.0,0.0,100.0,Agent
dclocky,2,2.0,0.0,100.0,Agent
rjguhl,2,0.0,2.0,0.0,Agent
mattphillipsphd,3,3.0,0.0,100.0,Agent
AnDaniel-4,1,0.0,1.0,0.0,Agent
Astr0L0rd,1,1.0,0.0,100.0,Agent
dannyvaks,1,1.0,0.0,100.0,Agent
GuiPro0408,1,1.0,0.0,100.0,Agent
martinolate,1,1.0,0.0,100.0,Agent
Masumi-Morishige,1,1.0,0.0,100.0,Agent
genura,1,1.0,0.0,100.0,Agent
Zephezylo,1,1.0,0.0,100.0,Agent
glockpete,2,2.0,0.0,100.0,Agent
123thomas123yan123,1,1.0,0.0,100.0,Agent
datacode09,1,1.0,0.0,100.0,Agent
nakax87,1,0.0,1.0,0.0,Agent
aldebogdanov,3,3.0,0.0,100.0,Agent
Ayedsa,3,3.0,0.0,100.0,Agent
aman-dalal,1,1.0,0.0,100.0,Agent
ESSADIKINE,1,1.0,0.0,100.0,Agent
murnanedaniel,2,2.0,0.0,100.0,Agent
TengWei-Hung,1,1.0,0.0,100.0,Agent
rafapc2,1,1.0,0.0,100.0,Agent
Tjdolan-ai,1,1.0,0.0,100.0,Agent
PeerLink-ai,1,1.0,0.0,100.0,Agent
dev-ashir768,1,1.0,0.0,100.0,Agent
mikotran3012,1,0.0,1.0,0.0,Agent
nareshgnh,2,2.0,0.0,100.0,Agent
raveesh146,1,1.0,0.0,100.0,Agent
ganesshkumar,1,1.0,0.0,100.0,Agent
mathesonewan,1,0.0,1.0,0.0,Agent
Yabonev,1,1.0,0.0,100.0,Agent
TakeshiYamaguchi-256,1,1.0,0.0,100.0,Agent
Justin2280,5,5.0,0.0,100.0,Agent
Yusuf-Shen,1,1.0,0.0,100.0,Agent
Shayxislam23,1,1.0,0.0,100.0,Agent
Jordan-Fielding,1,1.0,0.0,100.0,Agent
Koshmar10,1,1.0,0.0,100.0,Agent
pushphilipp,2,2.0,0.0,100.0,Agent
vFontanilla,1,1.0,0.0,100.0,Agent
sebastian-c87,1,1.0,0.0,100.0,Agent
Moonkil,1,1.0,0.0,100.0,Agent
arturocano02,1,1.0,0.0,100.0,Agent
tsarukyana,1,1.0,0.0,100.0,Agent
lucasgiovanny,1,1.0,0.0,100.0,Agent
avrumy40,1,1.0,0.0,100.0,Agent
DevAlkanj,1,0.0,1.0,0.0,Agent
wonderwhy-er,1,0.0,1.0,0.0,Agent
dgmp88,1,1.0,0.0,100.0,Agent
Thedinasor667,1,1.0,0.0,100.0,Agent
iguanamarina,1,1.0,0.0,100.0,Agent
charliemchapman,1,1.0,0.0,100.0,Agent
iamotakugot,1,0.0,1.0,0.0,Agent
sgupge2503,1,1.0,0.0,100.0,Agent
victorsantana-kt,2,1.0,1.0,50.0,Agent
0420Max,1,0.0,1.0,0.0,Agent
hbakir,1,1.0,0.0,100.0,Agent
Mishapolk,1,1.0,0.0,100.0,Agent
hofmpe,1,1.0,0.0,100.0,Agent
jawa1273io,1,0.0,1.0,0.0,Agent
agmoss,1,1.0,0.0,100.0,Agent
Nichtaurelius,1,1.0,0.0,100.0,Agent
YutakaWatanabe55,1,1.0,0.0,100.0,Agent
snowepw,1,1.0,0.0,100.0,Agent
kobebebo,1,1.0,0.0,100.0,Agent
csitte,3,2.0,1.0,66.67,Agent
Arco04,1,0.0,1.0,0.0,Agent
Kingmaker080598,1,1.0,0.0,100.0,Agent
Protbhai,1,1.0,0.0,100.0,Agent
truthrylynn,1,1.0,0.0,100.0,Agent
hlolli,1,0.0,1.0,0.0,Agent
coldplazma,1,1.0,0.0,100.0,Agent
solarc3,1,0.0,1.0,0.0,Agent
strad-dev131,1,0.0,1.0,0.0,Agent
Mick162534,1,1.0,0.0,100.0,Agent
MaxGlt,1,1.0,0.0,100.0,Agent
PauloHXL,1,1.0,0.0,100.0,Agent
fgmacedo,1,1.0,0.0,100.0,Agent
VazRibeiro,1,1.0,0.0,100.0,Agent
drewlanggg1,1,1.0,0.0,100.0,Agent
parkchan0207,1,0.0,1.0,0.0,Agent
VikingoK,1,1.0,0.0,100.0,Agent
antranhub22,52,52.0,0.0,100.0,Agent
KooroshKarimi,59,53.0,6.0,89.83,Agent
ravkorsurv,16,16.0,0.0,100.0,Agent
Annguyen0410,2,2.0,0.0,100.0,Agent
tnfssc,6,5.0,1.0,83.33,Agent
AmanBhardwaz,4,4.0,0.0,100.0,Agent
antoinelfg,2,2.0,0.0,100.0,Agent
charleslukowski,1,1.0,0.0,100.0,Agent
ScriptedAlchemy,6,5.0,1.0,83.33,Agent
Wanghaha2333,1,1.0,0.0,100.0,Agent
annjiangcodes,7,7.0,0.0,100.0,Agent
purvik6062,1,1.0,0.0,100.0,Agent
Songwooseok123,1,1.0,0.0,100.0,Agent
kenahrens,1,1.0,0.0,100.0,Agent
Viru375,1,1.0,0.0,100.0,Agent
Mamadnotebook,1,1.0,0.0,100.0,Agent
simsonis,1,1.0,0.0,100.0,Agent
blackhorseya,14,13.0,1.0,92.86,Agent
demiliea,14,14.0,0.0,100.0,Agent
saum7800,5,5.0,0.0,100.0,Agent
PedroPolis-br,5,5.0,0.0,100.0,Agent
shreyashankar,6,5.0,1.0,83.33,Agent
startope9,1,1.0,0.0,100.0,Agent
AayushKejriwal07,1,1.0,0.0,100.0,Agent
Deanm1993,2,2.0,0.0,100.0,Agent
toddwmac,2,2.0,0.0,100.0,Agent
Shweepsi,9,8.0,1.0,88.89,Agent
Pero-coder,1,0.0,1.0,0.0,Agent
Soham192,2,2.0,0.0,100.0,Agent
seanellul,5,5.0,0.0,100.0,Agent
pickingname,1,0.0,1.0,0.0,Agent
roberte777,1,1.0,0.0,100.0,Agent
karthikk022,1,1.0,0.0,100.0,Agent
AllCott25,11,11.0,0.0,100.0,Agent
VivekCrafts,1,1.0,0.0,100.0,Agent
fbjork,2,0.0,2.0,0.0,Agent
Gkrumbach07,3,3.0,0.0,100.0,Agent
Maduna2000,1,1.0,0.0,100.0,Agent
soorupegasus,1,1.0,0.0,100.0,Agent
LucidaBTC,1,1.0,0.0,100.0,Agent
GSantoshLaxman,1,1.0,0.0,100.0,Agent
tsonglew,1,1.0,0.0,100.0,Agent
DEDIPREMIUM,5,5.0,0.0,100.0,Agent
DontFretBrett,1,0.0,1.0,0.0,Agent
Allrounder687,4,4.0,0.0,100.0,Agent
tsuzukia21,1,1.0,0.0,100.0,Agent
MohdSaif72,2,2.0,0.0,100.0,Agent
zfogg,1,0.0,1.0,0.0,Agent
ehari-nishiki,3,3.0,0.0,100.0,Agent
saravanakumarrc,3,3.0,0.0,100.0,Agent
petermyo,4,4.0,0.0,100.0,Agent
emilesilvis,1,1.0,0.0,100.0,Agent
movit,1,1.0,0.0,100.0,Agent
PeerInfinity,1,0.0,1.0,0.0,Agent
Yacine391,1,1.0,0.0,100.0,Agent
aswinikalyan30,5,5.0,0.0,100.0,Agent
tjmance,6,3.0,3.0,50.0,Agent
yike5460,1,1.0,0.0,100.0,Agent
memohnsen,3,1.0,2.0,33.33,Agent
imitone,1,1.0,0.0,100.0,Agent
AntonioGR82,1,1.0,0.0,100.0,Agent
Ayushprtp,1,1.0,0.0,100.0,Agent
